,Treshold,PDB,Chain,N,Res,Rfac,Method,N_sc,N_bb,N_naa,N_hlx,N_beta,Compound,k,Ratio,N_pdb,N_nc,Domains,sigma,a0
915,25,3H7H,B,95,1.55,0.19,X,95,95,0,35,20,' transcription elongation factor spt5',2.45247991456,42.020141546,95.0,224.0,1.0,6.3,3.8
916,25,2DQA,A,123,1.60,0.18,X,123,123,0,64,10,' lysozyme',2.71635127531,46.5412435795,123.0,387.0,1000.0,6.3,3.8
917,25,1Z3E,B,67,1.50,0.20,X,67,67,0,39,3,' DNA-directed RNA polymerase alpha chain',2.24866188971,38.5279774704,67.0,157.0,1.0,6.3,3.8
918,25,1Z3E,A,119,1.50,0.20,X,119,119,0,51,19,' regulatory protein spx',1.66289554992,28.4916120898,119.0,157.0,1.0,6.3,3.8
919,25,1JY2,N,43,1.40,0.22,X,43,43,0,29,5,' fibrinogen alpha chain',4.54485921894,77.8704145762,43.0,62.0,1.0,6.3,3.8
920,25,1JY2,O,51,1.40,0.22,X,51,51,0,27,6,' fibrinogen beta chain',4.13802375488,70.8998034474,51.0,62.0,1.0,6.3,3.8
921,25,1JY2,P,44,1.40,0.22,X,44,44,0,26,5,' fibrinogen gamma-b chain',4.48738503175,76.8856670696,44.0,62.0,1.0,6.3,3.8
922,25,1ZLH,B,74,1.70,0.16,X,74,74,0,23,17,' carboxypeptidase inhibitor',1.7979955711,30.8063800842,74.0,188.0,2.0,6.3,3.8
923,25,2R4I,D,117,1.60,0.18,X,116,117,1,29,68,' uncharacterized protein',2.39305009301,41.001886718,117.0,324.0,1.0,6.3,3.8
924,25,3NO6,D,227,1.65,0.17,X,227,227,11,169,0,' transcriptional activator tena',5.33574431876,91.4212304845,227.0,635.0,1000.0,6.3,3.8
925,25,3SRI,B,25,1.60,0.18,X,25,25,0,0,8,' rhoptry neck protein 2',1.72892415797,29.6229287787,25.0,26.0,1000.0,6.3,3.8
926,25,2ARR,A,363,1.55,0.19,X,358,358,5,112,125,' plasminogen activator inhibitor-2',5.61761496842,96.2507275687,358.0,1034.0,2.0,6.3,3.8
927,25,1FXD,A,58,1.70,0.16,X,58,58,1,14,12,' ferredoxin ii',1.4007320173,23.9997715314,58.0,148.0,1.0,6.3,3.8
928,25,1NBU,B,118,1.60,0.18,X,118,118,0,40,37,' probable dihydroneopterin aldolase',2.40947406947,41.2832907823,118.0,318.0,1.0,6.3,3.8
929,25,3MXZ,A,108,1.60,0.18,X,105,107,1,94,0,' tubulin-specific chaperone a',3.76668652128,64.5374096007,107.0,267.0,1.0,6.3,3.8
930,25,3UZQ,B,95,1.60,0.18,X,95,95,0,0,42,' envelope protein',1.75438116548,30.0591024055,95.0,253.0,1000.0,6.3,3.8
931,25,3D2Q,D,70,1.50,0.20,X,69,69,1,13,11,' muscleblind-like protein 1',2.20380299774,37.7593770921,69.0,137.0,1000.0,6.3,3.8
932,25,5HPG,A,84,1.66,0.17,X,84,84,0,0,13,' plasminogen',1.64311649251,28.1527229569,84.0,241.0,1.0,6.3,3.8
933,25,3SQF,A,95,1.63,0.17,X,95,95,0,10,35,' protease',2.0338957008,34.8482304504,95.0,234.0,1000.0,6.3,3.8
934,25,3L32,B,45,1.50,0.20,X,45,45,0,38,0,' phosphoprotein',3.04889916048,52.2390309998,45.0,86.0,1000.0,6.3,3.8
935,25,1UF5,B,304,1.60,0.18,X,304,304,1,94,86,' n-carbamyl-d-amino acid amidohydrolase',4.27418645746,73.2327791433,304.0,969.0,1.0,6.3,3.8
936,25,3C1Q,B,116,1.70,0.16,X,116,116,4,89,0,' general secretion pathway protein f',3.82851723764,65.5968007249,117.0,305.0,1000.0,6.3,3.8
937,25,2BLF,B,81,1.80,0.14,X,81,81,0,39,2,' sulfite\',2.95851726265,50.6904514915,81.0,168.0,1.0,6.3,3.8
938,25,3N37,A,284,1.65,0.17,X,284,284,0,221,0,' ribonucleoside-diphosphate reductase 2 subunit beta',6.68733431306,114.579015605,284.0,777.0,1.0,6.3,3.8
939,25,3TYT,A,204,1.60,0.18,X,204,204,0,45,53,' heterogeneous nuclear ribonucleoprotein l',3.49091478623,59.8124097048,204.0,583.0,1000.0,6.3,3.8
940,25,2VYO,A,206,1.50,0.20,X,206,206,0,90,35,' polysaccharide deacetylase domain-containing protein ecu11_0510',3.87946723746,66.4697645323,210.0,608.0,1000.0,6.3,3.8
941,25,2FJZ,A,59,1.61,0.18,X,59,59,0,14,30,' amyloid beta a4 protein precursor',1.30866032211,22.4222394827,59.0,153.0,1.0,6.3,3.8
942,25,3OGH,B,152,1.65,0.17,X,151,151,8,131,0,' protein ycie',4.67935739514,80.1748707179,151.0,385.0,1.0,6.3,3.8
943,25,2OB5,A,151,1.60,0.18,X,151,151,6,46,26,' hypothetical protein atu2016',2.78759191179,47.7618617835,151.0,437.0,1.0,6.3,3.8
944,25,1VR8,A,136,1.75,0.15,X,135,135,4,28,62,' gtp binding regulator',2.76969928229,47.4552942068,135.0,370.0,1.0,6.3,3.8
945,25,3AK0,A,132,1.59,0.18,X,132,132,0,0,87,' ancestral congerin con-anc',2.17149004554,37.2057355241,132.0,392.0,1.0,6.3,3.8
946,25,4AZZ,A,165,1.70,0.16,X,165,165,0,0,112,' levanase',2.1799033971,37.3498876623,165.0,576.0,1000.0,6.3,3.8
947,25,2QSA,A,101,1.68,0.16,X,101,101,0,72,0,' dnaj homolog dnj-2',3.45713251552,59.2335932225,101.0,249.0,1.0,6.3,3.8
948,25,2AYD,A,76,1.60,0.18,X,76,76,0,0,33,' wrky transcription factor 1',1.83446319431,31.4312066852,76.0,164.0,1.0,6.3,3.8
949,25,2NQD,A,109,1.75,0.15,X,109,109,0,6,54,' chagasin',2.06263511038,35.3406438852,109.0,281.0,1000.0,6.3,3.8
950,25,3RLS,B,145,1.70,0.16,X,144,144,1,12,65,' protein af-9 homolog',2.86749035948,49.1308206326,144.0,350.0,1000.0,6.3,3.8
951,25,2CG6,A,90,1.55,0.19,X,90,90,0,0,53,' human fibronectin',2.12748321292,36.4517341051,90.0,223.0,2.0,6.3,3.8
952,25,3TUO,D,92,1.70,0.16,X,91,91,1,22,30,' DNA-binding protein satb1',2.1528282101,36.8859885765,91.0,226.0,1000.0,6.3,3.8
953,25,4ASH,B,177,1.58,0.19,X,176,176,1,12,84,' ns6 protease',3.09295946773,52.9939486388,176.0,485.0,1000.0,6.3,3.8
954,25,1YBK,C,49,1.45,0.21,X,48,49,0,47,0,' tetrabrachion',3.8392697491,65.7810314094,49.0,97.0,1.0,6.3,3.8
955,25,2J43,B,218,1.60,0.18,X,218,218,3,10,89,' spydx',3.62841019901,62.1682197046,218.0,593.0,1000.0,6.3,3.8
956,25,2CBP,A,96,1.80,0.14,X,96,96,0,12,33,' cucumber basic protein',1.81404658986,31.08139399,96.0,262.0,1.0,6.3,3.8
957,25,2J1A,A,142,1.49,0.20,X,141,141,1,4,74,' hyaluronidase',1.96438231558,33.6572065121,142.0,467.0,1000.0,6.3,3.8
958,25,1NNH,A,293,1.65,0.17,X,291,293,0,109,68,' asparaginyl-trna synthetase-related peptide',5.14482060442,88.1499941114,293.0,816.0,1.0,6.3,3.8
959,25,3E81,A,164,1.63,0.18,X,164,164,0,65,28,' acylneuraminate cytidylyltransferase',3.13522907251,53.7181848561,164.0,486.0,1.0,6.3,3.8
960,25,3BY9,B,258,1.70,0.16,X,258,258,2,77,73,' sensor protein',4.73491113093,81.1267137188,258.0,725.0,1000.0,6.3,3.8
961,25,2GFQ,C,279,1.75,0.15,X,278,278,10,94,80,' upf0204 protein ph0006',3.76113401079,64.4422743562,278.0,916.0,2.0,6.3,3.8
962,25,1AY7,B,89,1.70,0.16,X,89,89,0,45,16,' barstar',2.20155134053,37.7207977935,89.0,234.0,1.0,6.3,3.8
963,25,3U7I,A,218,1.75,0.15,X,218,218,7,92,42,' fmn-dependent nadh-azoreductase 1',4.28614147368,73.4376132261,218.0,608.0,1000.0,6.3,3.8
964,25,3P0K,A,258,1.47,0.21,X,258,258,0,175,6,' sulfhydryl oxidase',7.23888388483,124.029119941,258.0,616.0,1000.0,6.3,3.8
965,25,2VQP,A,255,1.60,0.18,X,254,254,1,49,113,' matrix protein',3.91902630862,67.1475591841,254.0,731.0,1000.0,6.3,3.8
966,25,3I5W,A,32,1.63,0.18,X,32,32,0,0,19,' defensin-5',0.747577593174,12.8087965554,33.0,76.0,1000.0,6.3,3.8
967,25,1VPM,A,155,1.66,0.17,X,155,155,3,47,62,' acyl-coa hydrolase',2.7235150763,46.6639862489,155.0,452.0,1.0,6.3,3.8
968,25,1AH7,A,245,1.50,0.20,X,245,245,0,155,2,' phospholipase c',4.57857414268,78.4480771533,245.0,787.0,1.0,6.3,3.8
969,25,2P39,A,142,1.50,0.20,X,142,142,0,9,49,' fibroblast growth factor 23',2.64868680758,45.381898504,142.0,398.0,1.0,6.3,3.8
970,25,2CVI,A,83,1.50,0.20,X,83,83,0,21,35,' 75aa long hypothetical regulatory protein asnc',2.12371123335,36.3871060057,83.0,202.0,1000.0,6.3,3.8
971,25,1QW2,A,102,1.50,0.20,X,102,102,5,25,31,' conserved hypothetical protein ta1206',2.23257547057,38.2523570239,102.0,276.0,1.0,6.3,3.8
972,25,3DF8,A,109,1.65,0.17,X,109,109,4,54,21,' possible hxlr family transcriptional factor',4.12804411254,70.7288148976,109.0,235.0,1.0,6.3,3.8
973,25,1W9A,A,142,1.80,0.14,X,142,142,2,39,52,' hypothetical protein rv1155',2.70676166932,46.3769378092,142.0,393.0,1.0,6.3,3.8
974,25,1HTR,P,43,1.62,0.18,X,43,43,0,17,7,' progastricsin (pro segment)',5.89933937644,101.077718987,43.0,45.0,1.0,6.3,3.8
975,25,3LUM,D,264,1.70,0.16,X,264,264,0,68,46,' ulilysin',4.02234484052,68.9177915555,267.0,839.0,1000.0,6.3,3.8
976,25,1OQJ,A,90,1.55,0.19,X,89,90,0,23,24,' glucocorticoid modulatory element binding protein-1',2.1778000752,37.3138499017,90.0,249.0,1.0,6.3,3.8
977,25,3RNQ,A,112,1.60,0.18,X,112,112,0,3,62,' programmed cell death protein 1',1.95191406797,33.4435788586,112.0,322.0,1.0,6.3,3.8
978,25,1S99,B,181,1.65,0.17,X,180,180,8,60,54,' ykof',3.3285614381,57.030690422,180.0,506.0,2.0,6.3,3.8
979,25,3BLZ,A,124,1.75,0.15,X,124,124,1,37,59,' ntf2-like protein of unknown function',2.68441406182,45.994039819,124.0,338.0,1.0,6.3,3.8
980,25,3TJ8,B,152,1.59,0.19,X,152,152,0,34,55,' urease accessory protein uree',3.05601237031,52.3609068536,152.0,392.0,1000.0,6.3,3.8
981,25,1YQH,B,101,1.70,0.16,X,101,101,3,40,30,' ig hypothetical 16092',2.26825888019,38.8637471168,101.0,266.0,1.0,6.3,3.8
982,25,1RKI,A,101,1.60,0.18,X,101,101,0,24,41,' hypothetical protein',2.2440271058,38.44856631,101.0,261.0,1.0,6.3,3.8
983,25,1I0R,A,161,1.50,0.20,X,161,161,0,31,73,' conserved hypothetical protein',2.91620522468,49.9654882353,161.0,455.0,1.0,6.3,3.8
984,25,4ESQ,A,194,1.70,0.17,X,194,194,0,56,63,' serine/threonine protein kinase',3.28772222186,56.3309621034,194.0,574.0,1000.0,6.3,3.8
985,25,1OQQ,A,106,1.47,0.21,X,106,106,0,20,23,' putidaredoxin',2.04850861847,35.0986043128,106.0,299.0,1.0,6.3,3.8
986,25,3BS4,A,247,1.60,0.19,X,245,245,2,101,66,' uncharacterized protein ph0321',4.6893051571,80.3453130376,245.0,689.0,1.0,6.3,3.8
987,25,1Z21,A,97,1.50,0.20,X,96,96,1,74,0,' yop proteins translocation protein h',3.65018688437,62.5413356659,96.0,221.0,1.0,6.3,3.8
988,25,2ZBO,A,86,1.60,0.19,X,86,86,0,50,2,' cytochrome c6',2.53785871508,43.4829993095,86.0,234.0,1.0,6.3,3.8
989,25,2ZON,G,81,1.70,0.17,X,81,81,0,54,2,' cytochrome c551',2.5250090474,43.2628365055,81.0,210.0,1.0,6.3,3.8
990,25,2GZG,A,83,1.70,0.17,X,83,83,0,48,0,' colicin-e9 immunity protein',3.10862229631,53.2623113969,83.0,189.0,1.0,6.3,3.8
991,25,1SJY,A,155,1.39,0.23,X,154,154,1,35,52,' mutt/nudix family protein',2.97180494326,50.918119093,154.0,422.0,1.0,6.3,3.8
992,25,4EPZ,A,155,1.68,0.17,X,154,154,6,114,0,' transcription anti-terminator antagonist upxz',4.84419171064,82.9990982387,156.0,371.0,1000.0,6.3,3.8
993,25,1MFA,L,113,1.70,0.17,X,110,112,1,6,61,' igg1-lambda se155-4 fab (light chain)',1.97373279293,33.8174151154,112.0,320.0,1.0,6.3,3.8
994,25,3PG6,A,135,1.70,0.17,X,135,135,0,29,43,' e3 ubiquitin-protein ligase dtx3l',2.70990949081,46.4308717493,135.0,374.0,1000.0,6.3,3.8
995,25,3IQ2,A,124,1.70,0.17,X,123,123,1,48,31,' sorting nexin-7',3.85524166911,66.0546900581,123.0,257.0,1000.0,6.3,3.8
996,25,3GA8,A,67,1.70,0.17,X,67,67,0,20,29,' hth-type transcriptional regulator mqsa (ygit/b3021)',2.12700615946,36.4435603974,67.0,145.0,1.0,6.3,3.8
997,25,3MXN,A,151,1.55,0.20,X,151,151,0,62,42,' recq-mediated genome instability protein 1',3.4682169895,59.423511665,151.0,392.0,1000.0,6.3,3.8
998,25,2P09,A,69,1.65,0.18,X,69,69,0,25,14,' a non-biological atp binding protein with two mutations n32d and d65v',1.96013827987,33.584490328,69.0,165.0,1.0,6.3,3.8
999,25,2AJ6,A,120,1.63,0.18,X,120,120,4,51,31,' hypothetical protein mw0638',3.11746536072,53.4138261212,120.0,302.0,1.0,6.3,3.8
1000,25,3O7I,B,148,1.50,0.21,X,147,147,1,99,2,' ohcu decarboxylase',4.98953471412,85.4893667799,147.0,335.0,1000.0,6.3,3.8
1001,25,1Y7Y,A,69,1.69,0.17,X,69,69,0,48,1,' c.Ahdi',2.17162128045,37.2079840683,69.0,181.0,1.0,6.3,3.8
1002,25,1ZMM,A,31,1.60,0.19,X,31,31,0,0,19,' neutrophil defensin 4',0.734365132202,12.5824177472,31.0,71.0,1000.0,6.3,3.8
1003,25,3T7H,B,289,1.60,0.19,X,285,288,1,74,100,' ubiquitin-like modifier-activating enzyme atg7',4.85718735202,83.2217621175,288.0,785.0,1000.0,6.3,3.8
1004,25,1WQJ,B,80,1.60,0.19,X,78,80,0,11,20,' insulin-like growth factor binding protein 4',1.8182270655,31.1530211528,80.0,199.0,1.0,6.3,3.8
1005,25,1RN4,A,101,1.80,0.15,X,100,100,1,17,33,' ribonuclease t1',2.35685183746,40.3816753911,100.0,254.0,1.0,6.3,3.8
1006,25,3G9O,B,75,1.65,0.18,X,75,75,0,25,8,' glucocorticoid receptor',2.18218518145,37.3889831513,75.0,183.0,1.0,6.3,3.8
1007,25,2QHL,D,109,1.56,0.20,X,109,109,0,9,57,' novel immune-type receptor 10',2.09820200971,35.9500377217,109.0,289.0,1.0,6.3,3.8
1008,25,2NML,A,100,1.55,0.20,X,99,100,0,49,24,' enhancer of rudimentary homolog',2.94373344639,50.4371494979,100.0,236.0,1.0,6.3,3.8
1009,25,3IJM,A,146,1.70,0.17,X,146,146,1,48,35,' uncharacterized restriction endonuclease-like fold superfamily protein',3.35794709309,57.5341764546,146.0,385.0,1.0,6.3,3.8
1010,25,3NFW,A,179,1.60,0.19,X,179,179,0,37,74,' nitrilotriacetate monooxygenase component b',3.86240296072,66.1773897325,179.0,426.0,1000.0,6.3,3.8
1011,25,3TIW,A,161,1.80,0.15,X,160,160,1,22,65,' transitional endoplasmic reticulum atpase',2.55097001195,43.7076447987,160.0,470.0,1000.0,6.3,3.8
1012,25,3KV1,A,254,1.70,0.17,X,253,253,10,120,50,' transcriptional repressor',3.63661645303,62.3088234883,253.0,854.0,1.0,6.3,3.8
1013,25,2OYA,A,102,1.77,0.15,X,102,102,0,19,36,' macrophage receptor marco',1.67397803749,28.6814964977,102.0,313.0,1.0,6.3,3.8
1014,25,2RC3,B,128,1.60,0.19,X,127,127,1,53,34,' cbs domain',3.08076450037,52.7850032969,127.0,322.0,1.0,6.3,3.8
1015,25,1U5D,B,107,1.70,0.17,X,107,107,0,20,43,' src kinase-associated phosphoprotein of 55 kda',2.35086194549,40.279046168,107.0,280.0,1.0,6.3,3.8
1016,25,1QQ5,A,245,1.52,0.20,X,245,245,0,132,30,' protein (l-2-haloacid dehalogenase)',4.60277969045,78.8628086002,245.0,722.0,2.0,6.3,3.8
1017,25,3IEZ,A,94,1.50,0.21,X,94,94,0,31,41,' ras gtpase-activating-like protein iqgap2',2.34377603549,40.1576380621,94.0,243.0,1.0,6.3,3.8
1018,25,1FAS,A,61,1.80,0.15,X,61,61,0,0,24,' fasciculin 1',1.169377323,20.035801452,61.0,169.0,1.0,6.3,3.8
1019,25,1MOF,A,53,1.70,0.17,X,53,53,0,40,0,' moloney murine leukemia virus p15',4.1191899753,70.5771104544,53.0,95.0,1.0,6.3,3.8
1020,25,3GCZ,A,260,1.70,0.17,X,260,260,1,103,44,' polyprotein',4.13992621775,70.9323997424,260.0,788.0,1.0,6.3,3.8
1021,25,1ICN,A,131,1.74,0.16,X,131,131,0,16,77,' intestinal fatty acid binding protein',2.69845175152,46.2345578778,131.0,354.0,1.0,6.3,3.8
1022,25,1LQV,A,172,1.60,0.19,X,172,172,0,56,66,' endothelial protein c receptor',3.82036482845,65.4571195042,172.0,460.0,1.0,6.3,3.8
1023,25,3GWG,A,123,1.80,0.15,X,123,123,0,54,21,' chemotaxis protein chey homolog',2.76943850796,47.4508261684,123.0,332.0,1.0,6.3,3.8
1024,25,4A42,A,127,1.55,0.20,X,127,127,1,11,59,' alpha-n-acetylglucosaminidase family protein',1.88454376036,32.2892738447,128.0,397.0,1000.0,6.3,3.8
1025,25,3GX8,A,111,1.67,0.18,X,111,111,0,56,22,"' monothiol glutaredoxin-5, mitochondrial'",2.81696163268,48.2650748054,111.0,299.0,1.0,6.3,3.8
1026,25,2V76,B,102,1.60,0.19,X,102,102,0,24,45,' docking protein 1',2.04250097375,34.9956709187,102.0,292.0,1000.0,6.3,3.8
1027,25,2YV9,B,267,1.60,0.19,X,266,266,1,154,23,' chloride intracellular channel exc-4',5.8509704176,100.248978053,267.0,717.0,1000.0,6.3,3.8
1028,25,2XZ4,B,162,1.72,0.17,X,161,161,1,48,33,' peptidoglycan-recognition protein lf',2.83506691282,48.5752858818,161.0,488.0,1.0,6.3,3.8
1029,25,3KL1,B,177,1.55,0.20,X,175,175,2,51,61,' putative uncharacterized protein at2g26040',3.51954493406,60.3029510778,175.0,480.0,1000.0,6.3,3.8
1030,25,1W4S,A,146,1.55,0.20,X,146,146,0,13,69,' polybromo 1 protein',2.94175135197,50.4031888167,146.0,344.0,1.0,6.3,3.8
1031,25,2OIK,C,141,1.65,0.18,X,141,141,5,44,28,' histidine triad (hit) protein',3.18002472558,54.4857017158,141.0,371.0,1.0,6.3,3.8
1032,25,2DTJ,A,164,1.58,0.19,X,164,164,0,51,59,' aspartokinase',2.95095993874,50.5609663044,165.0,486.0,2.0,6.3,3.8
1033,25,2VPB,A,57,1.59,0.19,X,57,57,0,17,12,' pygopus homolog 1',1.8232877753,31.2397300147,57.0,128.0,1000.0,6.3,3.8
1034,25,2VPB,B,35,1.59,0.19,X,35,35,0,12,3,' b-cell cll/lymphoma 9 protein',2.43557470532,41.7304921667,35.0,128.0,1000.0,6.3,3.8
1035,25,3PLX,A,25,1.75,0.16,X,25,25,0,0,16,' aspartate 1-decarboxylase',25.4557253901,436.151659265,25.0,4.0,1000.0,6.3,3.8
1036,25,3HVS,A,167,1.80,0.15,X,167,167,0,33,51,' thiol peroxidase',2.92056137877,50.0401254261,167.0,493.0,1.0,6.3,3.8
1037,25,3K9W,A,163,1.60,0.19,X,163,163,0,75,29,' phosphopantetheine adenylyltransferase',3.69623857841,63.3303731992,163.0,421.0,1.0,6.3,3.8
1038,25,2W7Z,A,208,1.60,0.19,X,207,207,8,13,85,' pentapeptide repeat family protein',2.48246357404,42.5338736291,207.0,700.0,1.0,6.3,3.8
1039,25,2Y6X,A,109,1.60,0.19,X,109,109,0,82,0,' photosystem ii 11 kd protein',5.19430749128,88.9978893288,109.0,226.0,1000.0,6.3,3.8
1040,25,3KOR,A,100,1.60,0.19,X,100,100,4,74,0,' possible trp repressor',4.92336241241,84.355588082,100.0,205.0,1000.0,6.3,3.8
1041,25,2VAC,A,134,1.70,0.17,X,134,134,0,55,44,' twinfilin-2',2.89368855148,49.579693518,134.0,361.0,1.0,6.3,3.8
1042,25,2VNF,A,50,1.76,0.16,X,49,50,0,7,11,' inhibitor of growth protein 4',1.73391766921,29.7084862782,50.0,97.0,1000.0,6.3,3.8
1043,25,3VDJ,A,71,1.70,0.17,X,71,71,0,21,14,' circumsporozoite (cs) protein',2.40115018368,41.1406715271,71.0,135.0,1000.0,6.3,3.8
1044,25,2QK1,A,247,1.70,0.17,X,247,247,7,171,2,' protein stu2',5.91192770707,101.293404112,247.0,653.0,1000.0,6.3,3.8
1045,25,1JEK,B,34,1.50,0.21,X,34,34,0,32,0,' env polyprotein',2.81469738411,48.2262797698,34.0,61.0,1000.0,6.3,3.8
1046,25,1ZVA,A,75,1.50,0.21,X,75,75,0,64,0,' e2 glycoprotein',3.24929887142,55.6726265898,75.0,172.0,1.0,6.3,3.8
1047,25,3EJ9,A,62,1.50,0.21,X,62,62,0,25,19,' alpha-subunit of trans-3-chloroacrylic acid dehalogenase',2.03391254966,34.8485191342,62.0,127.0,1.0,6.3,3.8
1048,25,1D0D,A,60,1.62,0.19,X,60,60,0,14,12,' anticoagulant protein',1.59083060319,27.2568703723,60.0,138.0,1.0,6.3,3.8
1049,25,3LBL,E,87,1.60,0.19,X,85,85,2,42,15,' e3 ubiquitin-protein ligase mdm2',2.66365919421,45.6384314125,85.0,199.0,1.0,6.3,3.8
1050,25,3HYU,A,141,1.67,0.18,X,141,141,0,108,0,' hemoglobin subunit alpha',4.30891741393,73.8278501562,141.0,356.0,1.0,6.3,3.8
1051,25,3FW2,A,148,1.74,0.17,X,148,148,1,49,33,' thiol-disulfide oxidoreductase',3.32395335087,56.9517366755,148.0,389.0,1.0,6.3,3.8
1052,25,2FPQ,A,416,1.65,0.18,X,409,414,2,128,71,' botulinum neurotoxin d light chain',6.48473322651,111.107702228,414.0,1202.0,1.0,6.3,3.8
1053,25,3KZ5,E,48,1.58,0.20,X,48,48,0,14,18,' protein sopb',2.15495532791,36.9224340499,48.0,94.0,1000.0,6.3,3.8
1054,25,1Y7R,A,133,1.70,0.17,X,133,133,7,45,45,' hypothetical protein sa2161',3.55512776709,60.9126179181,133.0,306.0,1.0,6.3,3.8
1055,25,3Q2B,A,120,1.60,0.19,X,120,120,0,42,36,' cofilin/actin-depolymerizing factor homolog 1',2.77602546461,47.5636853398,120.0,306.0,1000.0,6.3,3.8
1056,25,3AQI,A,359,1.70,0.17,X,359,359,0,179,52,' ferrochelatase',6.0359689491,103.418693912,359.0,1053.0,1000.0,6.3,3.8
1057,25,2OVU,A,237,1.50,0.21,X,237,237,0,9,110,' canavalia gladiata lectin',2.97842992235,51.0316297309,238.0,828.0,1.0,6.3,3.8
1058,25,3E9T,B,113,1.60,0.19,X,113,113,0,0,62,' na/ca exchange protein',1.89078309383,32.3961769326,117.0,331.0,1000.0,6.3,3.8
1059,25,3FAJ,A,102,1.70,0.17,X,101,101,1,78,4,' putative uncharacterized protein',2.77216420224,47.4975274926,101.0,278.0,1.0,6.3,3.8
1060,25,3L2A,A,126,1.71,0.17,X,126,126,0,62,17,' polymerase cofactor vp35',3.18423503113,54.5578399765,126.0,326.0,1000.0,6.3,3.8
1061,25,1VKH,B,252,1.85,0.14,X,252,252,7,119,42,' putative serine hydrolase',4.31621029368,73.9528044271,252.0,748.0,1.0,6.3,3.8
1062,25,2AVK,A,133,1.53,0.21,X,133,133,0,108,0,' hemerythrin-like domain protein dcrh',4.70152452173,80.554676396,133.0,324.0,1.0,6.3,3.8
1063,25,1W41,A,99,1.70,0.17,X,99,99,0,47,19,' 50s ribosomal protein l30e',1.84096827367,31.5426629927,99.0,312.0,1.0,6.3,3.8
1064,25,3B08,K,59,1.70,0.17,X,59,59,0,16,6,' ranbp-type and c3hc4-type zinc finger-containing protein 1',2.88988072706,49.5144512626,59.0,100.0,1000.0,6.3,3.8
1065,25,3G08,A,265,1.60,0.20,X,262,262,3,71,112,' t-cell surface glycoprotein cd1d1',4.99653336021,85.6092797291,262.0,690.0,2.0,6.3,3.8
1066,25,1WXI,A,262,1.70,0.18,X,261,261,1,144,20,' nh(3)-dependent nad(+) synthetase',5.64966885975,96.7999304562,261.0,687.0,1.0,6.3,3.8
1067,25,3KBR,A,232,1.66,0.18,X,231,231,7,92,54,' cyclohexadienyl dehydratase',4.32798882091,74.1546145942,231.0,663.0,2.0,6.3,3.8
1068,25,4GF0,A,208,1.75,0.17,X,208,208,0,115,18,' glutathione s-transferase',4.59594329637,78.745675634,208.0,599.0,1000.0,6.3,3.8
1069,25,2Z6O,A,166,1.60,0.20,X,166,166,0,65,31,' ufm1-conjugating enzyme 1',4.09410198127,70.1472594069,166.0,426.0,1.0,6.3,3.8
1070,25,1DTD,B,61,1.65,0.19,X,61,61,0,9,28,' metallocarboxypeptidase inhibitor',1.31421469635,22.5174066603,61.0,157.0,1.0,6.3,3.8
1071,25,3FKC,A,113,1.70,0.18,X,113,113,0,57,14,' transcriptional regulator kaiso',3.50313280581,60.0217500175,113.0,266.0,1000.0,6.3,3.8
1072,25,3BS1,A,103,1.60,0.20,X,103,103,0,16,50,' accessory gene regulator protein a',2.4931713016,42.7173369982,103.0,266.0,1000.0,6.3,3.8
1073,25,2IU5,B,177,1.60,0.20,X,177,177,0,140,2,' hth-type dhaklm operon transcriptional activator dhas',6.22748817344,106.700133596,177.0,414.0,1000.0,6.3,3.8
1074,25,2IHD,A,127,1.70,0.18,X,127,127,0,84,0,' regulator of g-protein signaling 8',4.37648286196,74.9854986544,127.0,319.0,1000.0,6.3,3.8
1075,25,2BJN,A,145,1.70,0.18,X,142,142,3,70,26,' trafficking protein particle complex subunit 6b',3.34864864087,57.3748592361,142.0,394.0,1.0,6.3,3.8
1076,25,4G92,A,61,1.80,0.16,X,61,61,0,0,0,' hapb protein',6.585351201,112.831663963,61.0,79.0,1000.0,6.3,3.8
1077,25,4GI3,C,57,1.75,0.17,X,57,57,0,14,15,' greglin',1.53787042116,26.3494646349,57.0,125.0,1000.0,6.3,3.8
1078,25,3ONO,A,212,1.75,0.17,X,212,212,7,118,22,' ribose/galactose isomerase',3.72475149492,63.8189059617,212.0,671.0,1.0,6.3,3.8
1079,25,2OOA,A,42,1.56,0.21,X,42,42,1,30,0,' e3 ubiquitin-protein ligase cbl-b',1.76076605139,30.1684993503,42.0,97.0,1000.0,6.3,3.8
1080,25,3IXR,A,160,1.60,0.20,X,159,159,1,59,42,' bacterioferritin comigratory protein',3.24878734717,55.6638622687,159.0,435.0,1.0,6.3,3.8
1081,25,2I7C,B,280,1.71,0.18,X,280,280,0,90,86,' spermidine synthase',4.37597967946,74.9768772586,281.0,852.0,2.0,6.3,3.8
1082,25,2BDR,A,166,1.60,0.20,X,166,166,7,13,82,' ureidoglycolate hydrolase',2.68795990131,46.0547932941,166.0,463.0,1.0,6.3,3.8
1083,25,3SSB,C,35,1.80,0.16,X,35,35,0,3,8,' inducible metalloproteinase inhibitor protein',1.77915492356,30.4835694174,35.0,53.0,1000.0,6.3,3.8
1084,25,3SSB,I,30,1.80,0.16,X,30,30,0,3,12,' inducible metalloproteinase inhibitor protein',1.96025090093,33.5864199474,30.0,53.0,1000.0,6.3,3.8
